32,206,219,259,278,504,515,532,750,802,823,973,984,1148,1158,1169,1372,1447,1458,1609,1628,1714,1896,1919,1938,2048,2069,2287,2298,2339
22,236,251,310,461,472,547,566,728,770,789,1016,1097,1116,1190,1203,1386,1415,1424,1660,1671,1682,1866,1887,1956,2080,2103,2266,2307,2326
2,23,237,248,289,460,475,567,716,729,769,788,1007,1096,1119,1202,1387,1406,1412,1425,1643,1670,1681,1867,1957,1968,2083,2102,2253,2304,2327
3,20,249,288,309,463,474,544,717,730,768,1006,1019,1099,1118,1189,1384,1407,1413,1642,1663,1669,1680,1884,1958,1969,2082,2252,2265,2305,2324
0,21,238,291,308,462,545,564,718,731,791,1005,1018,1098,1188,1201,1385,1404,1426,1641,1662,1668,1864,1885,1959,1970,2101,2255,2264,2325
7,18,232,253,305,459,476,551,713,732,772,785,1023,1103,1112,1186,1390,1403,1409,1428,1659,1665,1686,1883,1952,1973,2086,2099,2269,2311,2320
4,19,233,293,304,458,479,560,714,733,784,1003,1022,1102,1115,1205,1391,1400,1429,1647,1658,1664,1685,1868,1953,1974,2098,2249,2268,2308,2321
5,16,254,292,307,478,548,561,715,734,775,1002,1021,1114,1185,1204,1388,1401,1410,1646,1657,1684,1869,1880,1954,1975,2085,2248,2271,2309
17,234,255,295,306,457,549,562,735,774,787,1001,1020,1101,1184,1207,1389,1411,1430,1645,1656,1667,1870,1881,1955,2084,2097,2251,2270,2322
6,235,252,294,456,477,550,563,712,773,786,1000,1100,1113,1187,1206,1402,1408,1431,1644,1666,1687,1871,1882,1972,2087,2096,2250,2310,2323
1,239,250,290,311,473,546,565,719,771,790,1004,1017,1117,1191,1200,1405,1414,1427,1640,1661,1683,1865,1886,1971,2081,2100,2254,2267,2306
107,126,133,328,351,421,586,607,677,688,892,902,913,1057,1231,1242,1282,1303,1529,1538,1557,1775,1827,1846,1996,2009,2142,2212,2227,2430,2437,2448
104,127,146,331,350,420,433,587,678,689,875,901,912,1056,1077,1230,1283,1300,1518,1537,1556,1774,1787,1847,1997,2010,2121,2215,2226,2410,2431,2449
105,124,134,147,330,423,432,604,679,690,874,895,900,1059,1076,1241,1280,1301,1519,1530,1536,1773,1786,1824,1998,2011,2120,2141,2214,2411,2428,2438
125,135,144,349,422,435,584,605,691,873,894,915,1058,1079,1229,1240,1281,1516,1531,1559,1772,1785,1825,1844,1999,2123,2140,2225,2408,2429,2439,2450
122,129,148,332,345,418,590,601,692,877,888,898,919,1062,1227,1244,1286,1512,1533,1542,1555,1768,1829,1842,1992,2127,2138,2208,2229,2425,2435,2452
110,123,149,335,344,437,591,602,672,693,876,897,918,1073,1226,1247,1287,1298,1513,1541,1554,1791,1830,1843,1993,2012,2126,2211,2228,2414,2432,2453
111,120,130,334,347,417,436,603,673,694,891,896,917,1061,1072,1246,1284,1299,1534,1540,1553,1771,1790,1831,1994,2013,2137,2210,2231,2415,2426,2433
108,121,131,150,346,416,439,588,674,695,879,890,916,1060,1075,1225,1285,1296,1514,1535,1552,1770,1789,1840,1995,2014,2125,2136,2230,2412,2427,2454
109,128,151,333,419,438,589,600,675,878,889,899,1063,1074,1224,1245,1297,1515,1532,1543,1769,1788,1828,1841,2015,2124,2139,2209,2413,2424,2434,2455
106,132,145,329,348,434,585,606,676,872,893,903,914,1078,1228,1243,1302,1517,1528,1539,1558,1784,1826,1845,2008,2122,2143,2213,2224,2409,2436,2451
73,94,179,362,383,389,400,618,647,656,842,932,945,1025,1044,1263,1314,1333,1487,1568,1589,1743,1754,1814,2028,2043,2152,2182,2195,2379,2398,2480
74,95,164,361,382,388,619,638,644,657,861,935,944,1024,1262,1275,1315,1334,1496,1571,1588,1742,1794,1815,2029,2040,2175,2181,2194,2399,2468,2481
92,166,177,380,391,402,617,636,658,840,863,946,1027,1046,1260,1273,1312,1485,1498,1590,1741,1752,1792,1813,2030,2154,2173,2192,2377,2396,2470,2483
72,93,167,178,363,390,401,637,646,659,843,862,933,1026,1045,1272,1313,1332,1486,1499,1569,1740,1755,1793,2031,2042,2153,2172,2183,2378,2397,2471
79,90,180,366,377,404,622,635,641,660,845,928,951,1040,1259,1278,1318,1331,1480,1572,1587,1758,1799,1810,2024,2045,2159,2178,2197,2383,2465,2484
91,160,181,365,376,387,623,632,661,844,857,931,950,1031,1258,1277,1319,1481,1500,1575,1586,1737,1796,1811,2025,2158,2171,2177,2196,2392,2466,2485
77,88,162,183,379,385,406,621,643,662,846,859,949,1029,1042,1256,1316,1329,1483,1502,1585,1739,1756,1809,2026,2047,2156,2169,2199,2381,2394,2487
78,89,163,367,378,384,405,634,640,663,858,929,948,1028,1041,1279,1317,1330,1503,1573,1584,1738,1759,1798,2027,2044,2168,2179,2198,2382,2395,2464
76,161,182,364,386,407,620,633,642,847,856,930,1030,1043,1257,1276,1328,1482,1501,1574,1736,1757,1797,1808,2046,2157,2170,2176,2380,2393,2467,2486
75,165,176,360,381,403,616,639,645,841,860,934,947,1047,1261,1274,1335,1484,1497,1570,1591,1753,1795,1812,2041,2155,2174,2180,2193,2376,2469,2482
43,62,197,264,287,485,522,543,741,752,828,966,977,1121,1167,1178,1346,1367,1465,1602,1621,1711,1891,1910,1932,1945,2078,2276,2291,2366
40,63,210,267,286,484,497,523,742,753,811,965,976,1120,1141,1166,1347,1364,1454,1601,1620,1710,1723,1911,1933,1946,2057,2279,2290,2346,2367
41,60,198,211,266,487,496,540,743,754,810,831,964,1123,1140,1177,1344,1365,1455,1466,1600,1709,1722,1888,1934,1947,2056,2077,2278,2347,2364
61,199,208,285,486,499,520,541,755,809,830,979,1122,1143,1165,1176,1345,1452,1467,1623,1708,1721,1889,1908,1935,2059,2076,2289,2344,2365
58,193,212,268,281,482,526,537,756,813,824,962,983,1126,1163,1180,1350,1448,1469,1606,1619,1704,1893,1906,1928,2063,2074,2272,2293,2361,2499
46,59,213,271,280,501,527,538,736,757,812,961,982,1137,1162,1183,1351,1362,1449,1605,1618,1727,1894,1907,1929,1948,2062,2275,2292,2350,2496
47,56,194,270,283,481,500,539,737,758,827,960,981,1125,1136,1182,1348,1363,1470,1604,1617,1707,1726,1895,1930,1949,2073,2274,2295,2351,2362,2497
44,57,195,214,282,480,503,524,738,759,815,826,980,1124,1139,1161,1349,1360,1450,1471,1616,1706,1725,1904,1931,1950,2061,2072,2294,2348,2363
45,192,215,269,483,502,525,536,739,814,825,963,1127,1138,1160,1181,1361,1451,1468,1607,1705,1724,1892,1905,1951,2060,2075,2273,2349,2360,2498
42,196,209,265,284,498,521,542,740,808,829,967,978,1142,1164,1179,1366,1453,1464,1603,1622,1720,1890,1909,1944,2058,2079,2277,2288,2345
9,30,243,298,319,453,464,554,711,720,778,996,1009,1089,1108,1199,1378,1397,1423,1632,1653,1679,1690,1878,1964,1979,2088,2246,2259,2315,2334,2544
10,31,228,297,318,452,555,574,708,721,797,999,1008,1088,1198,1211,1379,1398,1432,1635,1652,1678,1858,1879,1965,1976,2111,2245,2258,2335,2532,2545
28,230,241,316,455,466,553,572,722,776,799,1010,1091,1110,1196,1209,1376,1421,1434,1654,1677,1688,1856,1877,1966,2090,2109,2256,2313,2332,2534,2547
8,29,231,242,299,454,465,573,710,723,779,798,997,1090,1109,1208,1377,1396,1422,1435,1633,1676,1691,1857,1967,1978,2089,2108,2247,2314,2333,2535
15,26,244,302,313,468,558,571,705,724,781,992,1015,1104,1195,1214,1382,1395,1416,1636,1651,1694,1863,1874,1960,1981,2095,2242,2261,2319,2529,2548
27,224,245,301,312,451,559,568,725,780,793,995,1014,1095,1194,1213,1383,1417,1436,1639,1650,1673,1860,1875,1961,2094,2107,2241,2260,2328,2530,2549
13,24,226,247,315,449,470,557,707,726,782,795,1013,1093,1106,1192,1380,1393,1419,1438,1649,1675,1692,1873,1962,1983,2092,2105,2263,2317,2330,2551
14,25,227,303,314,448,469,570,704,727,794,993,1012,1092,1105,1215,1381,1394,1439,1637,1648,1674,1695,1862,1963,1980,2104,2243,2262,2318,2331,2528
12,225,246,300,450,471,556,569,706,783,792,994,1094,1107,1193,1212,1392,1418,1437,1638,1672,1693,1861,1872,1982,2093,2106,2240,2316,2329,2531,2550
11,229,240,296,317,467,552,575,709,777,796,998,1011,1111,1197,1210,1399,1420,1433,1634,1655,1689,1859,1876,1977,2091,2110,2244,2257,2312,2533,2546
