38,54,98,114,167,183,227,243,260,276,320,336,389,405,449,465,556,572,616,632,685,701,745,761,782,798,842,858,911,927,971,987,1065,1081,1133,1149,1192,1208,1260,1276,1291,1307,1359,1375,1418,1434,1486,1502,1571,1587,1639,1655,1698,1714,1766,1782,1793,1809,1861,1877,1920,1936,1988,2004,2063,2079,2123,2139,2190,2206,2250,2266,2349,2365,2409,2425,2476,2492,2536,2552,2565,2581,2625,2641,2692,2708,2752,2768,2855,2871,2915,2931,2982,2998,3042,3058,3072,3088,3140,3156,3201,3217,3269,3285,3362,3378,3430,3446,3491,3507,3559,3575,3594,3610,3662,3678,3723,3739,3791,3807,3880,3896,3948,3964,4009,4025,4077,4093
4,20,64,80,133,149,193,209,294,310,354,370,423,439,483,499,526,542,586,602,655,671,715,731,812,828,872,888,941,957,1001,1017,1035,1051,1103,1119,1162,1178,1230,1246,1321,1337,1389,1405,1448,1464,1516,1532,1537,1553,1605,1621,1664,1680,1732,1748,1827,1843,1895,1911,1954,1970,2022,2038,2093,2109,2153,2169,2220,2236,2280,2296,2319,2335,2379,2395,2446,2462,2506,2522,2599,2615,2659,2675,2726,2742,2786,2802,2821,2837,2881,2897,2948,2964,3008,3024,3106,3122,3174,3190,3235,3251,3303,3319,3328,3344,3396,3412,3457,3473,3525,3541,3624,3640,3692,3708,3753,3769,3821,3837,3850,3866,3918,3934,3979,3995,4047,4063
8,24,76,92,137,153,205,221,298,314,366,382,427,443,495,511,514,530,582,598,643,659,711,727,800,816,868,884,929,945,997,1013,1031,1047,1091,1107,1158,1174,1218,1234,1317,1333,1377,1393,1444,1460,1504,1520,1549,1565,1609,1625,1676,1692,1736,1752,1839,1855,1899,1915,1966,1982,2026,2042,2081,2097,2149,2165,2208,2224,2276,2292,2307,2323,2375,2391,2434,2450,2502,2518,2603,2619,2671,2687,2730,2746,2798,2814,2825,2841,2893,2909,2952,2968,3020,3036,3118,3134,3178,3194,3247,3263,3307,3323,3340,3356,3400,3416,3469,3485,3529,3545,3620,3636,3680,3696,3749,3765,3809,3825,3846,3862,3906,3922,3975,3991,4035,4051
42,58,110,126,171,187,239,255,264,280,332,348,393,409,461,477,544,560,612,628,673,689,741,757,770,786,838,854,899,915,967,983,1061,1077,1121,1137,1188,1204,1248,1264,1287,1303,1347,1363,1414,1430,1474,1490,1583,1599,1643,1659,1710,1726,1770,1786,1805,1821,1865,1881,1932,1948,1992,2008,2051,2067,2119,2135,2178,2194,2246,2262,2337,2353,2405,2421,2464,2480,2532,2548,2569,2585,2637,2653,2696,2712,2764,2780,2859,2875,2927,2943,2986,3002,3054,3070,3084,3100,3144,3160,3213,3229,3273,3289,3374,3390,3434,3450,3503,3519,3563,3579,3590,3606,3650,3666,3719,3735,3779,3795,3876,3892,3936,3952,4005,4021,4065,4081
34,50,102,118,163,179,231,247,256,272,324,340,385,401,453,469,552,568,620,636,681,697,749,765,778,794,846,862,907,923,975,991,1069,1085,1129,1145,1196,1212,1256,1272,1295,1311,1355,1371,1422,1438,1482,1498,1575,1591,1635,1651,1702,1718,1762,1778,1797,1813,1857,1873,1924,1940,1984,2000,2059,2075,2127,2143,2186,2202,2254,2270,2345,2361,2413,2429,2472,2488,2540,2556,2561,2577,2629,2645,2688,2704,2756,2772,2851,2867,2919,2935,2978,2994,3046,3062,3076,3092,3136,3152,3205,3221,3265,3281,3366,3382,3426,3442,3495,3511,3555,3571,3598,3614,3658,3674,3727,3743,3787,3803,3884,3900,3944,3960,4013,4029,4073,4089
0,16,68,84,129,145,197,213,290,306,358,374,419,435,487,503,522,538,590,606,651,667,719,735,808,824,876,892,937,953,1005,1021,1039,1055,1099,1115,1166,1182,1226,1242,1325,1341,1385,1401,1452,1468,1512,1528,1541,1557,1601,1617,1668,1684,1728,1744,1831,1847,1891,1907,1958,1974,2018,2034,2089,2105,2157,2173,2216,2232,2284,2300,2315,2331,2383,2399,2442,2458,2510,2526,2595,2611,2663,2679,2722,2738,2790,2806,2817,2833,2885,2901,2944,2960,3012,3028,3110,3126,3170,3186,3239,3255,3299,3315,3332,3348,3392,3408,3461,3477,3521,3537,3628,3644,3688,3704,3757,3773,3817,3833,3854,3870,3914,3930,3983,3999,4043,4059
45,61,105,121,172,188,232,248,271,287,331,347,398,414,458,474,551,567,611,627,678,694,738,754,773,789,833,849,900,916,960,976,1058,1074,1126,1142,1187,1203,1255,1271,1280,1296,1348,1364,1409,1425,1477,1493,1576,1592,1644,1660,1705,1721,1773,1789,1802,1818,1870,1886,1931,1947,1999,2015,2052,2068,2112,2128,2181,2197,2241,2257,2342,2358,2402,2418,2471,2487,2531,2547,2574,2590,2634,2650,2703,2719,2763,2779,2860,2876,2920,2936,2989,3005,3049,3065,3083,3099,3151,3167,3210,3226,3278,3294,3369,3385,3437,3453,3496,3512,3564,3580,3585,3601,3653,3669,3712,3728,3780,3796,3875,3891,3943,3959,4002,4018,4070,4086
15,31,75,91,142,158,202,218,301,317,361,377,428,444,488,504,517,533,577,593,644,660,704,720,807,823,867,883,934,950,994,1010,1024,1040,1092,1108,1153,1169,1221,1237,1314,1330,1382,1398,1443,1459,1511,1527,1546,1562,1614,1630,1675,1691,1743,1759,1832,1848,1900,1916,1961,1977,2029,2045,2086,2102,2146,2162,2215,2231,2275,2291,2308,2324,2368,2384,2437,2453,2497,2513,2604,2620,2664,2680,2733,2749,2793,2809,2830,2846,2890,2906,2959,2975,3019,3035,3113,3129,3181,3197,3240,3256,3308,3324,3339,3355,3407,3423,3466,3482,3534,3550,3619,3635,3687,3703,3746,3762,3814,3830,3841,3857,3909,3925,3968,3984,4036,4052
7,23,67,83,134,150,194,210,293,309,353,369,420,436,480,496,525,541,585,601,652,668,712,728,815,831,875,891,942,958,1002,1018,1032,1048,1100,1116,1161,1177,1229,1245,1322,1338,1390,1406,1451,1467,1519,1535,1538,1554,1606,1622,1667,1683,1735,1751,1824,1840,1892,1908,1953,1969,2021,2037,2094,2110,2154,2170,2223,2239,2283,2299,2316,2332,2376,2392,2445,2461,2505,2521,2596,2612,2656,2672,2725,2741,2785,2801,2822,2838,2882,2898,2951,2967,3011,3027,3105,3121,3173,3189,3232,3248,3300,3316,3331,3347,3399,3415,3458,3474,3526,3542,3627,3643,3695,3711,3754,3770,3822,3838,3849,3865,3917,3933,3976,3992,4044,4060
37,53,97,113,164,180,224,240,263,279,323,339,390,406,450,466,559,575,619,635,686,702,746,762,781,797,841,857,908,924,968,984,1066,1082,1134,1150,1195,1211,1263,1279,1288,1304,1356,1372,1417,1433,1485,1501,1568,1584,1636,1652,1697,1713,1765,1781,1794,1810,1862,1878,1923,1939,1991,2007,2060,2076,2120,2136,2189,2205,2249,2265,2350,2366,2410,2426,2479,2495,2539,2555,2566,2582,2626,2642,2695,2711,2755,2771,2852,2868,2912,2928,2981,2997,3041,3057,3075,3091,3143,3159,3202,3218,3270,3286,3361,3377,3429,3445,3488,3504,3556,3572,3593,3609,3661,3677,3720,3736,3788,3804,3883,3899,3951,3967,4010,4026,4078,4094
41,57,109,125,168,184,236,252,267,283,335,351,394,410,462,478,547,563,615,631,674,690,742,758,769,785,837,853,896,912,964,980,1062,1078,1122,1138,1191,1207,1251,1267,1284,1300,1344,1360,1413,1429,1473,1489,1580,1596,1640,1656,1709,1725,1769,1785,1806,1822,1866,1882,1935,1951,1995,2011,2048,2064,2116,2132,2177,2193,2245,2261,2338,2354,2406,2422,2467,2483,2535,2551,2570,2586,2638,2654,2699,2715,2767,2783,2856,2872,2924,2940,2985,3001,3053,3069,3087,3103,3147,3163,3214,3230,3274,3290,3373,3389,3433,3449,3500,3516,3560,3576,3589,3605,3649,3665,3716,3732,3776,3792,3879,3895,3939,3955,4006,4022,4066,4082
11,27,79,95,138,154,206,222,297,313,365,381,424,440,492,508,513,529,581,597,640,656,708,724,803,819,871,887,930,946,998,1014,1028,1044,1088,1104,1157,1173,1217,1233,1318,1334,1378,1394,1447,1463,1507,1523,1550,1566,1610,1626,1679,1695,1739,1755,1836,1852,1896,1912,1965,1981,2025,2041,2082,2098,2150,2166,2211,2227,2279,2295,2304,2320,2372,2388,2433,2449,2501,2517,2600,2616,2668,2684,2729,2745,2797,2813,2826,2842,2894,2910,2955,2971,3023,3039,3117,3133,3177,3193,3244,3260,3304,3320,3343,3359,3403,3419,3470,3486,3530,3546,3623,3639,3683,3699,3750,3766,3810,3826,3845,3861,3905,3921,3972,3988,4032,4048
3,19,71,87,130,146,198,214,289,305,357,373,416,432,484,500,521,537,589,605,648,664,716,732,811,827,879,895,938,954,1006,1022,1036,1052,1096,1112,1165,1181,1225,1241,1326,1342,1386,1402,1455,1471,1515,1531,1542,1558,1602,1618,1671,1687,1731,1747,1828,1844,1888,1904,1957,1973,2017,2033,2090,2106,2158,2174,2219,2235,2287,2303,2312,2328,2380,2396,2441,2457,2509,2525,2592,2608,2660,2676,2721,2737,2789,2805,2818,2834,2886,2902,2947,2963,3015,3031,3109,3125,3169,3185,3236,3252,3296,3312,3335,3351,3395,3411,3462,3478,3522,3538,3631,3647,3691,3707,3758,3774,3818,3834,3853,3869,3913,3929,3980,3996,4040,4056
33,49,101,117,160,176,228,244,259,275,327,343,386,402,454,470,555,571,623,639,682,698,750,766,777,793,845,861,904,920,972,988,1070,1086,1130,1146,1199,1215,1259,1275,1292,1308,1352,1368,1421,1437,1481,1497,1572,1588,1632,1648,1701,1717,1761,1777,1798,1814,1858,1874,1927,1943,1987,2003,2056,2072,2124,2140,2185,2201,2253,2269,2346,2362,2414,2430,2475,2491,2543,2559,2562,2578,2630,2646,2691,2707,2759,2775,2848,2864,2916,2932,2977,2993,3045,3061,3079,3095,3139,3155,3206,3222,3266,3282,3365,3381,3425,3441,3492,3508,3552,3568,3597,3613,3657,3673,3724,3740,3784,3800,3887,3903,3947,3963,4014,4030,4074,4090
44,60,104,120,173,189,233,249,270,286,330,346,399,415,459,475,550,566,610,626,679,695,739,755,772,788,832,848,901,917,961,977,1059,1075,1127,1143,1186,1202,1254,1270,1281,1297,1349,1365,1408,1424,1476,1492,1577,1593,1645,1661,1704,1720,1772,1788,1803,1819,1871,1887,1930,1946,1998,2014,2053,2069,2113,2129,2180,2196,2240,2256,2343,2359,2403,2419,2470,2486,2530,2546,2575,2591,2635,2651,2702,2718,2762,2778,2861,2877,2921,2937,2988,3004,3048,3064,3082,3098,3150,3166,3211,3227,3279,3295,3368,3384,3436,3452,3497,3513,3565,3581,3584,3600,3652,3668,3713,3729,3781,3797,3874,3890,3942,3958,4003,4019,4071,4087
14,30,74,90,143,159,203,219,300,316,360,376,429,445,489,505,516,532,576,592,645,661,705,721,806,822,866,882,935,951,995,1011,1025,1041,1093,1109,1152,1168,1220,1236,1315,1331,1383,1399,1442,1458,1510,1526,1547,1563,1615,1631,1674,1690,1742,1758,1833,1849,1901,1917,1960,1976,2028,2044,2087,2103,2147,2163,2214,2230,2274,2290,2309,2325,2369,2385,2436,2452,2496,2512,2605,2621,2665,2681,2732,2748,2792,2808,2831,2847,2891,2907,2958,2974,3018,3034,3112,3128,3180,3196,3241,3257,3309,3325,3338,3354,3406,3422,3467,3483,3535,3551,3618,3634,3686,3702,3747,3763,3815,3831,3840,3856,3908,3924,3969,3985,4037,4053
6,22,66,82,135,151,195,211,292,308,352,368,421,437,481,497,524,540,584,600,653,669,713,729,814,830,874,890,943,959,1003,1019,1033,1049,1101,1117,1160,1176,1228,1244,1323,1339,1391,1407,1450,1466,1518,1534,1539,1555,1607,1623,1666,1682,1734,1750,1825,1841,1893,1909,1952,1968,2020,2036,2095,2111,2155,2171,2222,2238,2282,2298,2317,2333,2377,2393,2444,2460,2504,2520,2597,2613,2657,2673,2724,2740,2784,2800,2823,2839,2883,2899,2950,2966,3010,3026,3104,3120,3172,3188,3233,3249,3301,3317,3330,3346,3398,3414,3459,3475,3527,3543,3626,3642,3694,3710,3755,3771,3823,3839,3848,3864,3916,3932,3977,3993,4045,4061
36,52,96,112,165,181,225,241,262,278,322,338,391,407,451,467,558,574,618,634,687,703,747,763,780,796,840,856,909,925,969,985,1067,1083,1135,1151,1194,1210,1262,1278,1289,1305,1357,1373,1416,1432,1484,1500,1569,1585,1637,1653,1696,1712,1764,1780,1795,1811,1863,1879,1922,1938,1990,2006,2061,2077,2121,2137,2188,2204,2248,2264,2351,2367,2411,2427,2478,2494,2538,2554,2567,2583,2627,2643,2694,2710,2754,2770,2853,2869,2913,2929,2980,2996,3040,3056,3074,3090,3142,3158,3203,3219,3271,3287,3360,3376,3428,3444,3489,3505,3557,3573,3592,3608,3660,3676,3721,3737,3789,3805,3882,3898,3950,3966,4011,4027,4079,4095
40,56,108,124,169,185,237,253,266,282,334,350,395,411,463,479,546,562,614,630,675,691,743,759,768,784,836,852,897,913,965,981,1063,1079,1123,1139,1190,1206,1250,1266,1285,1301,1345,1361,1412,1428,1472,1488,1581,1597,1641,1657,1708,1724,1768,1784,1807,1823,1867,1883,1934,1950,1994,2010,2049,2065,2117,2133,2176,2192,2244,2260,2339,2355,2407,2423,2466,2482,2534,2550,2571,2587,2639,2655,2698,2714,2766,2782,2857,2873,2925,2941,2984,3000,3052,3068,3086,3102,3146,3162,3215,3231,3275,3291,3372,3388,3432,3448,3501,3517,3561,3577,3588,3604,3648,3664,3717,3733,3777,3793,3878,3894,3938,3954,4007,4023,4067,4083
10,26,78,94,139,155,207,223,296,312,364,380,425,441,493,509,512,528,580,596,641,657,709,725,802,818,870,886,931,947,999,1015,1029,1045,1089,1105,1156,1172,1216,1232,1319,1335,1379,1395,1446,1462,1506,1522,1551,1567,1611,1627,1678,1694,1738,1754,1837,1853,1897,1913,1964,1980,2024,2040,2083,2099,2151,2167,2210,2226,2278,2294,2305,2321,2373,2389,2432,2448,2500,2516,2601,2617,2669,2685,2728,2744,2796,2812,2827,2843,2895,2911,2954,2970,3022,3038,3116,3132,3176,3192,3245,3261,3305,3321,3342,3358,3402,3418,3471,3487,3531,3547,3622,3638,3682,3698,3751,3767,3811,3827,3844,3860,3904,3920,3973,3989,4033,4049
2,18,70,86,131,147,199,215,288,304,356,372,417,433,485,501,520,536,588,604,649,665,717,733,810,826,878,894,939,955,1007,1023,1037,1053,1097,1113,1164,1180,1224,1240,1327,1343,1387,1403,1454,1470,1514,1530,1543,1559,1603,1619,1670,1686,1730,1746,1829,1845,1889,1905,1956,1972,2016,2032,2091,2107,2159,2175,2218,2234,2286,2302,2313,2329,2381,2397,2440,2456,2508,2524,2593,2609,2661,2677,2720,2736,2788,2804,2819,2835,2887,2903,2946,2962,3014,3030,3108,3124,3168,3184,3237,3253,3297,3313,3334,3350,3394,3410,3463,3479,3523,3539,3630,3646,3690,3706,3759,3775,3819,3835,3852,3868,3912,3928,3981,3997,4041,4057
32,48,100,116,161,177,229,245,258,274,326,342,387,403,455,471,554,570,622,638,683,699,751,767,776,792,844,860,905,921,973,989,1071,1087,1131,1147,1198,1214,1258,1274,1293,1309,1353,1369,1420,1436,1480,1496,1573,1589,1633,1649,1700,1716,1760,1776,1799,1815,1859,1875,1926,1942,1986,2002,2057,2073,2125,2141,2184,2200,2252,2268,2347,2363,2415,2431,2474,2490,2542,2558,2563,2579,2631,2647,2690,2706,2758,2774,2849,2865,2917,2933,2976,2992,3044,3060,3078,3094,3138,3154,3207,3223,3267,3283,3364,3380,3424,3440,3493,3509,3553,3569,3596,3612,3656,3672,3725,3741,3785,3801,3886,3902,3946,3962,4015,4031,4075,4091
